id,p_code,procurement,unit_price,pref_order_qty,unit_meas,mfg_lt,curr_stock
571,PTJ492343,M,980.85,20,M,8 days,5416
572,VDF755612,M,469.72,99,LBS,28 days,4558
573,JQX189654,M,235.24,31,KG,30 days,5911
574,THW480472,B,615.96,270,FT,,5839
575,MGH341888,B,294.36,490,LBS,,9080
576,OYB729113,B,329.36,153,M,,1529
577,KWL462837,M,407.13,334,EA,21 days,9467
578,FCP436841,M,696.16,410,EA,20 days,2666
579,JFD538438,B,740.44,88,LBS,,6452
580,ZVE745321,M,776.47,271,M,20 days,218
581,XRG505135,M,177.03,66,LBS,19 days,1228
582,RPT806945,M,902.52,143,LBS,16 days,8945
583,PUL601340,B,183.98,367,FT,,9754
584,IAF813274,B,129.89,194,KG,,5608
585,UTH533614,M,146.4,121,M,14 days,9048
586,MHG935416,M,534.38,54,M,8 days,6405
587,FQQ053178,M,466.06,99,KG,12 days,8148
588,IQL165771,B,547.2,170,EA,,8224
589,JQP468536,M,459.42,331,LBS,2 days,8715
590,NOV853864,B,636.89,252,EA,,2169
591,NFC395864,B,118.56,103,M,,1218
592,QMJ145015,M,157.62,23,KG,8 days,8059
593,KRN416789,M,153.37,54,LBS,26 days,3904
594,NDM831458,B,835.57,34,EA,,4760
595,URT161267,M,934.7,275,LBS,30 days,9527
596,ZGM083918,M,843.11,466,EA,27 days,3503
597,KBX180442,M,919.52,300,M,24 days,2429
598,PAZ774021,M,931.02,438,FT,20 days,2820
599,PQF029389,B,223.21,341,FT,,5249
600,QIF795792,B,542.05,349,M,,556
601,TAO958563,B,138.84,238,M,,6587
602,VLC597789,B,760.7,54,KG,,1102
603,FUF803104,M,240.27,171,EA,4 days,6592
604,TUK879348,M,42.1,4,EA,23 days,340
605,EWR175688,B,136.19,66,KG,,2861
606,WQL441671,B,502.72,327,LBS,,8324
607,PHZ949314,M,597.66,281,LBS,22 days,3042
608,SUO737099,M,41.51,188,KG,25 days,3659
609,NMY629823,B,191.87,465,LBS,,8061
610,UJJ816423,B,79.4,164,LBS,,9635
611,MYT732688,M,232.71,202,KG,6 days,6228
612,YGA777755,B,340.57,499,M,,7640
613,IYW122138,B,316.44,325,FT,,7242
614,VYW239890,B,465.66,254,M,,9846
615,KKE990016,B,604.26,475,LBS,,5239
616,YFF385562,B,703.25,119,EA,,1890
617,NHY181421,M,978.06,41,EA,9 days,5195
618,PQH206570,M,116.05,88,KG,29 days,1537
619,XID340267,B,729.8,440,LBS,,5981
620,NSZ590382,B,977.0,212,LBS,,8216
621,CUW546596,M,385.27,287,FT,1 days,1076
622,RJX278532,B,187.09,158,KG,,5689
623,YZX299034,B,982.06,118,LBS,,2584
624,ETC295191,B,565.82,174,EA,,804
625,DNZ891258,M,621.52,52,FT,10 days,4219
626,HVH910443,M,975.53,328,EA,17 days,3729
627,KNY531662,M,605.74,165,LBS,12 days,6644
628,EBD176374,M,472.71,137,M,6 days,9752
629,WRE161887,M,767.24,319,M,8 days,3813
630,ANJ099329,B,732.17,343,M,,5579
631,JYS796900,M,275.51,20,M,27 days,2440
632,ZBE841113,M,824.65,41,EA,12 days,830
633,IFT571467,B,744.8,182,M,,6391
634,XNG336675,B,567.37,337,M,,7823
635,HUM501557,M,950.36,417,KG,19 days,4871
636,QFW822860,M,494.47,222,EA,16 days,5730
637,CMS094638,M,302.91,309,M,8 days,3009
638,RYF414192,M,269.82,450,EA,19 days,8837
639,WYN764529,B,22.43,304,M,,4881
640,VTS248844,B,207.98,57,FT,,4478
641,CUN220145,M,546.28,84,FT,18 days,457
642,NSH825949,M,970.32,230,EA,21 days,5613
643,IPU380723,M,405.29,389,EA,3 days,8110
644,DSO606882,B,913.85,97,EA,,7996
645,FQL275958,B,175.21,123,EA,,3944
646,ZRA219633,M,465.97,7,FT,27 days,5942
647,TTQ711512,M,463.76,233,M,13 days,8926
648,XJJ828550,B,261.47,489,KG,,8314
649,TAF990966,M,215.23,300,LBS,18 days,5796
650,VZV350247,B,66.49,142,EA,,3762
651,LZU514183,B,995.8,293,KG,,632
652,GEG956040,M,219.75,371,EA,11 days,9220
653,ABB576672,B,927.41,121,M,,4567
654,KPJ005283,B,425.73,109,FT,,613
655,PTC756190,B,369.77,263,KG,,9360
656,KMD818111,B,35.24,289,FT,,7594
657,BWR299897,B,661.79,468,EA,,3801
658,LTA241764,B,920.72,419,FT,,2204
659,CAH558240,M,193.84,334,FT,14 days,2549
660,WFP303455,B,527.64,66,FT,,6401
661,ZLS053511,B,472.93,394,LBS,,3258
662,NMY470038,B,244.88,95,KG,,7731
663,DIA631735,M,246.57,350,EA,18 days,5916
664,SVZ222280,B,237.53,345,EA,,4181
665,TMZ261745,M,35.25,449,FT,14 days,9784
666,SCY143977,M,89.34,286,M,12 days,7900
667,ZIH155119,B,761.95,194,M,,2729
668,RDR838257,M,982.8,329,EA,17 days,7471
669,WLD989486,M,249.15,411,LBS,29 days,3911
670,BCQ161393,B,724.31,428,FT,,134
671,ODR534362,M,32.78,483,LBS,11 days,1574
672,SCD795317,B,908.79,91,FT,,6791
673,GEM054369,B,348.42,500,M,,2543
674,VII405760,B,289.25,141,M,,8801
675,IAA691284,M,890.16,105,M,21 days,5365
676,OHO990527,M,173.17,344,KG,18 days,936
677,CIU511496,B,13.89,110,FT,,1804
678,YHY435310,M,302.08,395,LBS,28 days,5338
679,HIK874628,M,683.38,489,LBS,7 days,3516
680,FCI024948,M,146.35,200,EA,30 days,8015
681,DHS589738,M,983.85,472,M,4 days,5686
682,WVW916500,M,613.82,59,KG,16 days,9653
683,WFJ349576,M,775.18,459,FT,19 days,43
684,DUQ936507,B,154.94,445,FT,,2991
685,OWM175062,B,885.95,37,M,,7336
686,NGF179025,M,246.92,328,LBS,2 days,8138
687,TUJ974643,M,960.91,345,KG,7 days,3656
688,OEN252562,B,986.85,197,EA,,5013
689,SJL685853,M,53.43,97,M,5 days,2736
690,NSX867797,M,179.84,352,FT,21 days,4243
691,TYB135852,M,301.91,320,KG,3 days,8204
692,AHW185249,B,385.75,113,M,,29
693,UUS749750,M,748.38,306,FT,24 days,1707
694,ZDC321174,B,351.36,396,M,,4759
695,GWM823366,M,711.71,101,M,23 days,315
696,OBQ441334,B,536.78,213,EA,,6787
697,RYV295978,B,220.32,307,EA,,3946
698,FAU584538,M,560.27,400,LBS,5 days,2119
699,NTM656420,B,456.77,467,M,,3463
700,LUC429183,M,538.63,68,KG,27 days,7656
701,GOK796738,B,808.03,275,FT,,3284
702,NDX036499,M,335.12,415,M,7 days,979
703,MUN960230,M,298.19,232,LBS,1 days,2784
704,FHY144563,B,703.63,210,KG,,8180
705,APL124680,B,755.28,422,LBS,,1240
706,ZQO460573,M,329.81,398,KG,12 days,9574
707,NEZ612513,M,181.97,189,LBS,24 days,6260
708,BMS103397,M,494.45,353,LBS,22 days,1057
709,OQT759964,M,435.03,391,LBS,28 days,1874
710,DTX643362,B,349.07,444,LBS,,3496
711,BTD703703,M,712.95,295,FT,29 days,39
712,TYI109822,B,898.12,170,M,,3508
713,IJJ897621,B,647.24,46,LBS,,3046
714,HXF068977,M,810.24,458,LBS,5 days,2070
715,UNM011889,B,832.65,401,KG,,8024
716,QMI298293,B,738.63,43,KG,,3305
717,MIW953941,M,736.61,410,KG,25 days,6253
718,WFJ787386,B,693.25,97,KG,,9988
719,YFH944498,B,32.66,320,M,,6860
720,GOG810086,B,385.25,165,M,,8687
721,KUV222165,M,138.73,461,EA,4 days,8046
722,ZNK918261,B,957.31,399,LBS,,8926
723,CJI014954,B,587.44,59,KG,,4504
724,PJQ878327,M,269.81,343,KG,14 days,1563
725,RER570592,M,641.51,140,EA,20 days,1962
726,YNW039926,M,413.92,383,KG,14 days,1019
727,FXN236554,B,417.24,355,KG,,2107
728,NOA881144,B,982.16,65,M,,6838
729,NIL561539,B,38.67,454,EA,,6517
730,RKG985015,M,220.18,370,KG,5 days,2323
731,KPK937107,B,27.43,442,M,,102
732,IKH285689,B,275.87,109,EA,,7433
733,LJL324892,M,67.49,130,EA,24 days,5986
734,FCL299611,B,64.51,191,EA,,2580
735,EMS787054,B,288.35,171,M,,7019
736,YVH704795,M,64.88,98,M,28 days,5477
737,CZL066097,M,717.85,321,LBS,21 days,4193
738,BEJ099128,M,199.73,71,EA,6 days,594
739,KQD168939,M,350.06,251,EA,19 days,9969
740,FEB016770,B,616.89,263,KG,,7439
741,VQO193611,M,23.67,219,M,15 days,4727
742,EAE037555,M,556.4,459,KG,26 days,4963
743,RDH026736,B,785.97,217,EA,,1136
744,BOX007521,B,37.33,75,FT,,7669
745,KUE473291,B,44.45,216,KG,,1144
746,UQL247904,M,878.8,199,EA,30 days,7686
747,PAS823327,M,743.17,325,FT,19 days,8295
748,QDO214422,M,874.86,113,LBS,23 days,4176
749,XGW783958,M,493.06,413,LBS,21 days,7776
750,NTW560012,B,485.66,294,LBS,,9737
751,KTG321857,M,963.75,162,FT,27 days,3037
752,SUN966628,M,359.96,92,M,10 days,5533
753,PVZ073732,M,87.86,434,EA,15 days,7592
754,XGU799232,B,34.66,81,KG,,1292
755,CPJ219938,B,272.89,205,KG,,1175
756,JDG945294,M,777.39,276,KG,21 days,2686
757,LTK439069,B,856.54,408,M,,3538
758,TUA499978,M,679.66,27,FT,16 days,466
759,DCY707140,M,503.21,438,M,15 days,873
760,GBS961839,M,709.58,48,M,11 days,7739
761,XFA183681,B,188.38,382,EA,,5824
762,QCH715503,B,966.8,95,M,,3971
763,SID338026,B,568.31,468,FT,,5276
764,FXA385278,M,191.57,299,LBS,8 days,9386
765,QRZ853671,M,969.05,378,EA,19 days,1436
766,UML060625,B,979.49,193,LBS,,1656
767,SDZ794658,B,231.26,11,FT,,4703
768,GHA948941,B,451.85,392,M,,8235
769,GRJ851387,M,548.52,295,EA,17 days,6130
770,OLW534734,M,759.65,174,LBS,15 days,8185
771,ZAI073257,B,462.95,15,FT,,6612
772,PEP014527,M,700.66,214,KG,2 days,501
773,IPH983574,M,868.31,251,LBS,3 days,2502
774,NJN712483,B,674.94,19,M,,7824
775,QBN828725,M,636.74,496,FT,11 days,349
776,RFP302586,B,497.96,215,M,,9834
777,HLU094153,M,185.34,165,LBS,14 days,7968
778,XCY152954,M,163.4,325,KG,4 days,751
779,IOX031614,M,260.01,212,LBS,6 days,3789
780,PJM287219,M,935.08,323,M,18 days,2448
781,IXM750921,B,339.86,224,KG,,1403
782,ESK780309,B,992.02,225,EA,,1292
783,OFM021699,B,4.99,58,FT,,2263
784,XSF446129,B,628.59,276,LBS,,3267
785,PND004920,B,761.43,439,FT,,3999
786,IWC800285,B,425.24,15,M,,8133
787,FYS245919,M,812.53,190,KG,2 days,4509
788,OWF375409,M,92.8,30,FT,19 days,5294
789,WXP188989,B,68.44,377,LBS,,849
790,WHC667110,B,412.2,273,KG,,3765
791,IBD183878,M,920.85,128,LBS,7 days,6848
792,ZTG718117,B,26.54,323,FT,,8555
793,EHC313038,M,483.5,294,EA,22 days,7359
794,JPJ426699,M,991.06,134,EA,16 days,7920
795,VMQ302164,B,747.58,347,KG,,63
796,ZZL077651,M,633.3,173,KG,16 days,2519
797,AID204046,B,310.65,157,FT,,9727
798,WPV619501,M,239.09,30,EA,21 days,1566
799,PWU649903,M,364.64,402,M,20 days,9477
800,PIH039819,M,784.62,98,KG,14 days,8313
801,CMH542825,M,560.93,14,KG,12 days,6940
802,KOD739826,M,634.04,445,M,17 days,1745
803,OTX321526,B,841.96,28,KG,,4848
804,VWU442802,M,970.04,53,M,25 days,8948
805,HYJ134390,B,915.19,426,EA,,8579
806,PPZ662005,M,705.34,301,LBS,29 days,1065
807,YAM367952,M,648.93,70,M,2 days,8896
808,YZB438390,M,856.86,96,EA,6 days,4280
809,MLC211677,B,738.61,267,LBS,,870
810,WRQ740573,M,489.09,85,FT,26 days,5498
811,NFO074860,B,346.83,231,EA,,1942
812,TSO258955,M,745.5,160,LBS,13 days,6007
813,WPY946576,B,697.3,368,EA,,2532
814,FRI154895,B,308.05,297,FT,,6889
815,JJQ928828,B,484.11,71,KG,,8101
816,FJF538356,B,831.62,34,LBS,,323
817,TRD613945,M,962.81,478,LBS,29 days,9585
818,GKR347762,B,686.25,285,EA,,7030
819,CAG543601,B,481.86,204,LBS,,7488
820,WUY783890,M,571.5,254,LBS,9 days,6924
821,RWW792540,B,103.03,187,LBS,,8356
822,QTF251653,B,426.22,331,LBS,,2745
823,LFZ786980,B,874.29,447,LBS,,7852
824,FDC163076,M,138.38,93,LBS,16 days,1240
825,IQR711166,B,170.77,239,KG,,4078
826,TQA056748,M,2.57,151,KG,29 days,3641
827,GCN144515,M,599.4,469,LBS,17 days,4279
828,ZAN431879,B,919.36,65,KG,,8531
829,FBA100337,M,754.28,87,FT,2 days,2434
830,NCY826818,M,692.27,475,M,22 days,6125
831,RCJ800046,M,475.38,267,KG,17 days,1839
832,IZC455327,M,731.88,397,KG,14 days,5271
833,YJR753936,M,94.61,207,FT,5 days,739
834,QIX925137,B,844.41,275,FT,,5864
835,ULX544402,M,217.95,48,LBS,10 days,3138
836,GDV004046,B,62.92,197,FT,,2375
837,ABV141446,B,710.78,146,EA,,9211
838,KDJ917882,B,646.94,85,EA,,4403
839,JEA509001,B,76.83,454,LBS,,5217
840,TDX185106,B,262.64,79,KG,,4734
841,XKU383276,M,950.63,398,EA,2 days,1052
842,QFM923108,M,666.99,39,EA,1 days,5745
843,FEZ241414,B,834.16,447,EA,,9263
844,NTQ669832,M,278.89,439,M,24 days,8110
845,JYK225173,B,446.69,152,KG,,2050
846,PDC394216,B,921.8,333,FT,,8298
847,WBX688249,B,689.7,385,FT,,2346
848,YSS679679,B,861.43,345,FT,,2010
849,KBL628282,B,504.04,455,FT,,6896
850,TQI360253,B,249.22,99,EA,,8906
851,DHI265119,B,323.55,184,EA,,6460
852,EHU237743,M,152.38,145,EA,15 days,7519
853,HQU522456,M,805.94,383,M,21 days,7836
854,VJO295224,M,956.84,285,M,12 days,2229
855,TPP830628,M,94.5,134,FT,30 days,4358
856,XIO753415,M,492.05,346,LBS,9 days,3089
857,BVS210126,M,334.82,409,FT,18 days,1605
858,TEW728055,M,622.46,307,KG,1 days,6312
859,EAQ773269,M,591.09,306,KG,1 days,5886
860,VJQ453910,B,825.84,148,LBS,,7960
861,YHD529322,B,191.23,300,KG,,2932
862,WJG211482,M,861.08,356,M,7 days,9993
863,ANM856814,B,281.32,364,M,,2304
864,MFG651522,M,547.0,239,KG,19 days,2844
865,TAX658820,B,438.58,497,M,,6485
866,JBU328991,B,915.87,236,M,,6381
867,JQP912447,M,78.15,450,EA,25 days,6028
868,TZK215293,M,482.6,250,KG,11 days,8690
869,WBC147667,M,916.51,483,LBS,21 days,5719
870,EKO587045,M,152.98,216,LBS,16 days,5314
871,DIF362704,B,491.47,345,LBS,,8834
872,GKM488116,M,121.78,265,M,20 days,4293
873,EJW941196,M,44.93,199,LBS,15 days,3512
874,OUG947889,B,891.75,487,LBS,,2853
875,AOV610373,M,787.15,432,LBS,13 days,9135
876,MPK576899,B,901.3,58,EA,,2210
877,DIQ967924,B,828.62,178,LBS,,7166
878,OFT267100,B,255.18,347,LBS,,3841
879,RBP996519,B,366.99,371,KG,,9929
880,LXJ557260,M,276.44,477,EA,17 days,1898
881,ANQ695636,M,227.12,303,M,3 days,6736
882,XDE340238,M,178.09,128,KG,26 days,2616
883,UST360615,M,239.27,350,M,7 days,9827
884,MMP559692,M,452.29,171,FT,11 days,8403
885,GOX242117,M,722.21,165,M,22 days,9197
886,BWH830062,B,205.56,200,LBS,,7837
887,UVS502734,M,395.63,438,KG,1 days,3510
888,AMM975667,B,119.28,56,LBS,,2391
889,ZHB497568,B,841.56,474,FT,,3039
890,EUI782766,M,123.62,458,FT,15 days,1083
891,QAM970582,M,814.71,228,M,25 days,1583
892,CFS828602,B,290.58,266,FT,,8762
893,UUN679676,M,731.47,318,M,5 days,8319
894,RML726933,B,859.89,217,KG,,6445
895,REI058683,B,491.49,128,FT,,290
896,KCS550543,M,376.13,490,KG,7 days,7310
897,MYP141526,B,95.84,193,LBS,,7025
898,HAI324125,M,246.0,352,FT,27 days,2223
899,JUT537409,M,978.04,466,FT,11 days,1001
900,FEV147839,M,255.45,258,KG,24 days,5252
901,SPT318831,B,958.81,53,M,,4958
902,YXB424684,M,440.38,57,FT,5 days,4701
903,YLG595911,M,298.35,266,KG,25 days,9518
904,QOT963263,M,236.02,210,FT,12 days,1925
905,PKO171548,B,2.76,320,EA,,9298
906,WGT908647,M,531.2,96,KG,23 days,7025
907,MPP005133,B,908.11,304,M,,5308
908,IKP188340,M,65.79,342,LBS,12 days,6874
909,JBI663812,M,119.9,455,EA,17 days,2701
910,YVF687803,M,255.59,450,M,19 days,7672
911,WGT620239,B,131.59,399,EA,,6478
912,FDV779510,M,152.71,284,M,18 days,1113
913,DNL104939,M,993.41,50,FT,8 days,3202
914,FLY589757,M,646.57,286,FT,4 days,3959
915,DAW423513,B,570.77,395,M,,6266
916,YDC538630,B,31.52,140,EA,,698
917,YKA053670,M,645.6,360,LBS,16 days,7804
918,ROI113449,M,860.91,303,FT,23 days,7957
919,USC795228,B,211.27,119,EA,,6547
920,WYW003674,M,211.44,352,FT,22 days,623
921,ISQ675747,B,701.66,365,KG,,5426
922,MWI216199,B,67.01,36,KG,,3139
923,NLZ217824,M,538.77,336,M,27 days,7559
924,MVK958990,M,492.88,399,FT,2 days,4404
925,XZP417775,M,441.86,266,FT,11 days,9808
926,ZVV197370,B,662.09,443,M,,3986
927,ONQ821945,M,980.03,371,M,28 days,3538
928,SKO294702,M,256.13,239,LBS,23 days,2889
929,YYQ289042,M,771.2,151,FT,18 days,5600
930,FVF195073,M,357.73,365,LBS,15 days,7684
931,DSR091260,M,19.8,111,FT,25 days,9394
932,HIK132233,M,546.33,76,KG,18 days,2679
933,PQE886500,B,444.25,485,LBS,,1273
934,PCC910522,B,425.19,74,KG,,3291
935,MRB183555,B,694.04,241,LBS,,2225
936,GON246990,B,995.87,44,KG,,4420
937,VVZ617775,M,237.83,424,EA,27 days,2684
938,TEO475532,B,705.79,452,KG,,9287
939,XXE986386,B,628.29,59,KG,,8394
940,VLU448263,B,163.53,202,M,,3042
941,AFU326503,M,539.24,351,KG,17 days,5034
942,XPT986810,B,862.08,9,KG,,8501
943,XXB050734,M,123.68,111,LBS,28 days,1211
944,JGT836948,M,320.31,308,FT,3 days,2911
945,TCK634525,B,963.05,332,KG,,2996
946,UHO550749,M,413.43,449,LBS,14 days,1873
947,WFC563234,B,202.96,416,M,,3199
948,ODI042250,B,670.81,337,FT,,5700
949,XQI545166,B,310.05,453,LBS,,860
950,TFQ158025,M,660.69,52,M,2 days,2582
951,XFW223617,M,787.51,421,LBS,16 days,3127
952,SEE593296,M,573.9,410,EA,8 days,8817
953,AVL895878,M,627.95,196,KG,11 days,4364
954,KJU281701,M,324.2,343,M,14 days,8272
955,KIQ073951,B,896.4,113,LBS,,953
956,URY075440,B,451.21,209,FT,,8098
957,VUN907908,M,45.15,468,EA,5 days,5870
958,HPY206412,M,338.95,279,M,11 days,264
959,FLD536007,M,730.67,214,KG,8 days,3783
960,UHU271870,B,760.05,382,M,,9539
961,YFD599275,B,268.49,330,FT,,8992
962,EOQ467096,B,54.72,24,M,,4811
963,KIB049449,M,457.12,143,KG,7 days,3721
964,YSB281780,M,15.0,356,EA,28 days,2047
965,JWF081032,M,298.51,481,LBS,28 days,4308
966,ZAE443668,B,313.57,16,M,,2552
967,CDQ369110,B,833.76,139,LBS,,5829
968,MSF764538,B,474.59,313,LBS,,5151
969,XNV465863,B,828.75,405,LBS,,7004
970,YTF718773,B,813.41,299,FT,,525
971,SMD526200,M,480.7,269,FT,3 days,4480
972,ULD619275,M,206.69,369,KG,20 days,5245
973,JYT686411,M,168.24,312,LBS,15 days,1970
974,WSW806735,M,656.97,131,FT,1 days,2219
975,FTN630484,M,823.38,479,M,10 days,8480
976,WIH871467,M,901.02,424,LBS,17 days,1334
977,RLI963200,M,579.82,265,KG,19 days,4809
978,HXB066710,M,118.72,46,LBS,11 days,9048
979,PKF401249,M,589.48,415,M,18 days,2030
980,LRR770286,M,900.53,327,FT,13 days,9106
981,BDZ087491,M,318.76,66,KG,2 days,1081
982,UGD852302,B,545.37,161,LBS,,2720
983,RJF007684,M,110.18,156,KG,18 days,3103
984,JSZ301140,M,39.75,477,LBS,29 days,9665
985,VOM907655,B,258.81,219,KG,,3806
986,IGY370286,B,681.29,11,LBS,,837
987,FBL291448,M,825.91,29,KG,3 days,3035
988,UVP185115,M,41.9,37,EA,5 days,8172
989,CFG700377,M,899.27,330,M,22 days,5082
990,CDZ561646,M,23.81,107,EA,27 days,8352
991,CVY946382,M,919.64,447,LBS,29 days,6711
992,YSE410759,B,597.08,345,FT,,8037
993,HZQ487320,M,168.56,197,LBS,30 days,4771
994,BKR093914,M,152.96,59,FT,23 days,6267
995,NKU544993,M,279.45,439,LBS,16 days,3003
996,AJV091197,M,717.55,52,KG,1 days,9383
997,BZG259514,M,395.33,75,LBS,14 days,9801
998,KCJ195774,B,762.26,21,M,,5044
999,EMH761930,B,467.59,321,EA,,2366
1000,YEY977384,M,840.83,371,EA,18 days,8270
1001,IPK259956,M,537.36,480,M,23 days,1501
1002,WHS120250,M,53.24,400,LBS,27 days,4976
1003,RBV673044,M,843.62,338,FT,10 days,2651
1004,UHZ536111,M,216.81,44,KG,25 days,3943
1005,XNI647956,B,620.62,243,FT,,3428
1006,QMO037467,B,815.2,429,FT,,7153
1007,HSO830570,M,507.74,292,FT,26 days,7739
1008,UKQ745100,M,426.38,315,EA,8 days,7426
1009,VUZ969665,M,651.71,41,LBS,1 days,2705
1010,PIW884209,B,772.81,360,M,,9602
1011,FLS550512,M,942.43,316,FT,10 days,4802
1012,CLQ099196,M,29.68,416,KG,11 days,6197
1013,NWP205139,M,211.27,106,LBS,14 days,7659
1014,LKF385823,B,182.73,129,M,,9416
1015,MOO375798,B,90.16,100,M,,140
1016,DGX708657,M,842.06,84,M,21 days,1656
1017,IDD293171,B,73.43,50,FT,,5839
1018,IRH569908,M,37.7,254,LBS,29 days,280
1019,LBF041408,B,686.93,324,M,,5492
1020,LWZ498019,M,964.96,400,EA,11 days,2345
1021,JER996021,B,725.1,75,M,,2566
1022,UAO305615,B,913.21,78,EA,,9249
1023,QFI155970,B,217.13,16,FT,,9659
1024,AGH757578,B,990.68,195,EA,,9894
1025,PPM274304,B,290.08,108,M,,6825
1026,MXL306498,M,874.05,191,LBS,12 days,7719
1027,NYQ878824,M,169.43,232,LBS,29 days,7349
1028,FRE584323,M,186.16,152,FT,9 days,6437
1029,LVP175121,M,709.9,63,KG,14 days,9377
1030,CNZ320821,M,97.58,118,EA,22 days,2479
1031,MXL986713,M,734.88,72,KG,29 days,2679
1032,HRJ502795,B,325.88,418,M,,1062
1033,IXM821508,M,728.87,357,M,10 days,3937
1034,UHN611957,M,627.19,221,LBS,13 days,6948
1035,MAW941570,B,510.15,442,LBS,,3342
1036,CXR043830,B,199.18,454,FT,,6599
1037,OJV959019,M,227.58,334,KG,3 days,6321
1038,ODG190916,M,478.09,295,M,27 days,5187
1039,EYV449347,B,234.83,411,FT,,6126
1040,NXK875386,M,766.01,182,KG,19 days,9815
1041,CJQ673953,B,545.5,345,EA,,3586
1042,TJY108130,M,741.92,4,LBS,17 days,8596
1043,BYE248293,M,78.76,320,KG,10 days,8133
1044,TQI970172,M,149.36,296,EA,4 days,6313
1045,FIC071896,M,403.78,246,FT,20 days,2400
1046,WJT974752,M,273.74,166,FT,24 days,9816
1047,YNB430356,B,93.64,245,KG,,9578
1048,YHT228164,M,645.68,453,KG,21 days,526
1049,YJE823489,M,464.46,119,FT,4 days,4117
1050,RVG342219,M,337.15,280,LBS,21 days,1103
1051,NDX454237,M,203.29,1,FT,22 days,8249
1052,STK747499,M,728.37,389,EA,18 days,3665
1053,UCZ393304,B,289.82,31,M,,8990
1054,GJZ777994,B,996.69,350,EA,,9245
1055,IDU509971,B,932.61,102,LBS,,2281
1056,NRH362574,M,751.42,344,FT,21 days,4812
1057,TFK380633,B,648.36,207,M,,4234
1058,KYB805473,B,875.98,252,M,,2614
1059,RPD582594,M,486.93,131,KG,20 days,6962
1060,TSF743709,M,162.47,369,M,3 days,4833
1061,COV780908,B,569.73,198,KG,,6049
1062,KBF757759,M,447.58,37,KG,17 days,7261
1063,NYL150453,B,536.49,22,FT,,5096
1064,JUP837148,M,849.9,402,KG,16 days,6093
1065,TGZ540906,B,809.09,477,EA,,6534
1066,ACJ646837,B,836.73,226,M,,7098
1067,RUO233736,B,561.85,74,LBS,,8415
1068,XCE509112,M,647.32,404,KG,18 days,8151
1069,SUP412738,B,706.26,367,KG,,4454
1070,XYW556061,B,627.52,183,FT,,6780
1071,CAC335800,M,924.1,385,M,13 days,1280
1072,KSC512729,B,223.81,170,LBS,,6322
1073,VTF866068,B,730.52,382,LBS,,1330
1074,ABK165603,B,851.0,447,EA,,6318
1075,HOB224714,B,724.17,35,EA,,1785
1076,GNY528712,B,525.95,336,KG,,6803
1077,ZYW235150,M,145.84,419,FT,27 days,4815
1078,CCD656852,B,248.96,308,FT,,943
1079,PGJ589033,B,916.38,4,KG,,8674
1080,ASU022895,B,714.78,200,EA,,3060
1081,GZY470365,B,481.3,156,KG,,7
1082,DYH854229,M,595.4,301,KG,19 days,84
1083,ZQB983825,M,516.0,31,KG,19 days,4776
1084,JTQ860974,B,100.67,397,LBS,,9872
1085,OIF043695,B,842.18,129,EA,,4976
1086,OWW628316,M,530.92,277,FT,13 days,8485
1087,TQT758497,B,183.87,71,FT,,2706
1088,XQG278051,B,419.28,392,FT,,699
1089,CPL787611,M,979.64,142,FT,24 days,5958
1090,OMJ090111,B,340.62,117,EA,,6786
1091,GPQ840799,B,510.25,247,KG,,6046
1092,ZIZ014698,M,18.46,388,EA,26 days,8933
1093,BFI876773,M,986.53,449,M,6 days,8991
1094,WTS902317,B,549.74,94,LBS,,1853
1095,GUM247460,M,251.49,495,FT,2 days,6947
1096,KTJ523604,M,33.16,454,FT,22 days,4155
1097,SXO636801,B,278.8,474,M,,3449
1098,POV433733,B,468.11,310,KG,,6852
1099,LUJ500708,M,346.93,287,M,26 days,7174
1100,YZP942609,B,878.35,138,LBS,,8229
1101,WQP104787,M,326.51,259,FT,5 days,100
1102,XYU907842,M,691.89,333,EA,15 days,3588
1103,APM263683,M,598.37,191,KG,6 days,2204
1104,EAR465036,B,946.07,283,KG,,3460
1105,WKA513249,M,985.79,332,LBS,19 days,9801
1106,WVA260124,M,703.4,196,M,28 days,1039
1107,JZS059450,B,546.25,159,FT,,8928
1108,EDE754344,B,737.82,79,EA,,6939
1109,TJY395998,B,230.45,350,LBS,,4575
1110,YYZ703059,M,823.09,259,LBS,22 days,6409
1111,RKP537972,M,560.69,156,LBS,17 days,8718
1112,LAA517340,B,88.78,361,FT,,2816
1113,NEL693400,M,263.65,415,KG,7 days,2336
1114,BGT365523,M,900.73,48,LBS,27 days,5565
1115,VTT458416,B,702.57,461,KG,,4709
1116,WJU578597,M,822.05,184,LBS,24 days,8891
1117,RWL627366,B,26.5,288,M,,7733
1118,LOT575682,B,334.68,488,KG,,6631
1119,TNB603338,B,6.28,432,KG,,6695
1120,ECO910411,B,404.09,2,FT,,2410
1121,VWY710612,B,101.65,466,M,,671
1122,QLH476916,B,388.11,414,M,,5530
1123,KEG304729,M,664.67,232,EA,13 days,9959
1124,BTM208596,B,123.58,351,M,,6064
1125,IYY221292,B,990.47,282,M,,5809
1126,ZOR609965,B,505.58,140,FT,,6291
1127,EOR071053,M,70.18,243,M,5 days,2086
1128,WAY804259,B,838.17,498,M,,1327
1129,UAV578321,M,676.5,85,KG,26 days,6115
1130,OOK491190,B,645.47,110,EA,,49
