order_no,line_no,order_stat,part,qty,unit_price,due,line_cls
SO-3073752,1,C,3354,27,1332.9,2024-08-04 11:56:24.777472,2024-08-26 04:25:44.900678
SO-3073752,2,C,6245,37,1404.65,2024-08-01 06:27:14.038966,2024-08-18 03:26:50.983959
SO-9466016,1,O,3249,37,85.99,2023-12-07 12:43:34.708007,
SO-9466016,2,X,8420,23,46.11,2023-12-03 19:42:54.261809,
SO-9466016,3,X,1906,28,1492.78,2024-01-24 19:15:51.345263,
SO-9531989,1,C,3905,4,1111.68,2023-08-05 14:20:01.477888,2023-08-30 07:58:09.663070
SO-9531989,2,C,6799,11,420.31,2023-06-18 17:29:48.468557,2023-06-24 08:35:20.444789
SO-9531989,3,X,92,47,948.4,2023-06-16 01:46:01.752385,
SO-0980023,1,X,848,41,362.95,2025-05-11 06:10:13.950723,
SO-0980023,2,C,5124,42,132.76,2025-05-09 23:48:58.760140,2025-06-03 01:55:51.919180
SO-0980023,3,O,4851,26,78.61,2025-03-09 07:41:21.052428,
SO-0980023,4,C,9765,11,470.02,2025-03-08 12:37:30.643312,2025-03-09 07:36:35.632057
SO-1235333,1,X,2294,21,335.53,2023-10-06 08:09:57.624533,
SO-1235333,2,O,6603,46,601.28,2023-10-17 19:55:16.269393,
SO-1235333,3,O,8472,47,1337.62,2023-10-31 12:36:31.671145,
SO-2074909,1,X,1955,28,1371.21,2024-01-05 07:03:44.873489,
SO-2074909,2,O,8302,5,851.98,2023-11-20 09:06:46.795953,
SO-2074909,3,C,1647,3,1318.48,2023-12-20 16:25:14.853668,2023-12-26 21:44:46.889296
SO-2074909,4,X,6093,49,1195.69,2023-12-17 11:14:26.980836,
SO-2681709,1,O,7941,40,1006.91,2023-08-18 12:06:44.264187,
SO-2681709,2,O,1735,39,385.63,2023-07-30 03:17:20.760858,
SO-6560021,1,X,3402,34,1484.41,2024-11-17 09:15:48.680984,
SO-6560021,2,O,1040,11,715.22,2024-09-21 15:26:45.889797,
SO-5934747,1,C,9607,47,1240.15,2025-01-24 06:21:28.249896,2025-02-01 09:08:30.440127
SO-5934747,2,X,3393,6,879.6,2025-02-07 04:40:38.034943,
SO-6881141,1,X,3994,30,504.86,2025-03-25 13:25:00.959272,
SO-6881141,2,O,7406,42,805.75,2025-01-08 15:11:16.823312,
SO-6099315,1,O,9615,23,838.57,2024-07-29 02:45:35.295712,
SO-8324052,1,C,9349,21,1479.7,2023-06-02 11:25:52.581342,2023-06-28 21:16:19.024642
SO-8324052,2,O,118,16,308.87,2023-07-09 09:16:33.329920,
SO-8324052,3,O,6134,27,833.24,2023-08-06 17:45:10.317835,
SO-8324052,4,C,9617,16,473.02,2023-05-20 07:30:27.311267,2023-06-05 11:18:10.105974
SO-8324052,5,C,9853,4,342.62,2023-07-31 14:25:55.862328,2023-08-05 22:56:10.273240
SO-8304464,1,C,6598,47,651.06,2025-05-25 04:21:42.780898,2025-05-31 17:37:18.154021
SO-5120602,1,C,8162,28,1372.24,2025-01-26 11:49:48.003334,2025-02-14 08:23:36.227301
SO-7337803,1,X,155,21,406.26,2023-08-25 08:52:56.709311,
SO-7337803,2,X,1206,9,1236.72,2023-09-18 21:24:07.618459,
SO-7337803,3,X,8525,40,935.69,2023-10-12 02:35:54.677757,
SO-7337803,4,O,247,43,163.66,2023-10-22 03:14:52.574139,
SO-7337803,5,O,3788,29,134.33,2023-08-12 04:55:26.523800,
SO-7337803,6,C,4334,28,956.02,2023-08-26 15:49:15.356129,2023-09-20 22:47:13.617615
SO-1780393,1,C,8610,48,947.03,2024-09-10 21:15:56.524803,2024-09-13 11:23:19.744527
SO-1780393,2,C,1188,21,282.12,2024-08-31 22:21:15.200503,2024-09-21 23:07:54.606545
SO-1780393,3,O,8497,26,676.92,2024-08-23 13:12:26.624291,
SO-1780393,4,C,147,36,1000.88,2024-08-15 12:47:08.571319,2024-09-08 01:16:07.426159
SO-1780393,5,O,325,31,1052.85,2024-09-11 06:43:16.603148,
SO-4838963,1,X,3084,25,956.38,2023-11-03 04:10:49.385845,
SO-4838963,2,X,3730,28,702.15,2023-12-03 19:18:56.729784,
SO-9455045,1,O,8622,41,269.38,2023-06-15 15:12:26.125810,
SO-9455045,2,C,3473,49,850.72,2023-05-24 01:27:55.331171,2023-06-14 05:26:44.205022
SO-2044769,1,C,1518,1,284.79,2025-03-23 14:04:34.665923,2025-04-22 00:11:35.267448
SO-2044769,2,C,6710,44,1078.69,2025-05-26 03:43:17.972637,2025-06-10 15:13:23.682722
SO-2759164,1,X,2718,2,1249.6,2023-09-06 02:50:35.931796,
SO-2759164,2,O,3915,6,1033.04,2023-10-07 15:47:29.445613,
SO-2759164,3,C,9077,47,1000.34,2023-10-29 20:31:41.109765,2023-11-14 06:21:48.706690
SO-2759164,4,O,4073,12,191.07,2023-08-31 01:23:29.703025,
SO-5582729,1,C,7563,3,22.39,2025-04-20 04:01:38.618760,2025-04-24 11:31:30.836040
SO-5582729,2,O,6197,39,495.91,2025-05-10 17:45:09.730522,
SO-5582729,3,X,3506,18,566.63,2025-03-24 11:36:00.392810,
SO-5582729,4,X,9630,45,896.63,2025-05-14 08:23:09.340075,
SO-5582729,5,O,3824,2,434.56,2025-04-16 01:21:29.112650,
SO-8894872,1,O,3026,14,37.22,2025-03-26 05:55:30.717608,
SO-8894872,2,O,4400,38,777.68,2025-01-14 19:28:15.513344,
SO-8516387,1,X,8080,32,142.31,2023-06-26 11:09:07.357864,
SO-8516387,2,X,7465,50,564.89,2023-08-01 05:06:00.351393,
SO-0883879,1,C,8528,4,376.62,2024-11-22 22:38:33.518670,2024-12-08 13:49:37.196739
SO-0883879,2,X,5509,15,1033.91,2024-12-23 22:58:20.202035,
SO-0883879,3,C,6046,46,1077.36,2024-11-22 12:31:57.429220,2024-12-19 12:00:17.636406
SO-7090087,1,X,1716,50,1006.63,2024-12-07 14:56:08.923722,
SO-2146831,1,C,4700,18,1062.84,2024-01-25 06:01:09.803975,2024-02-07 20:16:39.301243
SO-2146831,2,X,8768,20,934.53,2023-12-09 23:50:54.733012,
SO-2146831,3,O,2270,12,639.06,2024-01-16 20:55:51.139475,
SO-2146831,4,O,9515,40,65.37,2024-02-28 04:15:18.376693,
SO-2146831,5,C,9916,31,16.01,2024-01-07 18:09:43.215119,2024-01-30 14:26:00.998363
SO-7665758,1,C,2811,36,1497.1,2025-02-10 11:35:09.346962,2025-02-16 11:01:15.950675
SO-7665758,2,X,1637,17,700.61,2025-02-22 23:34:54.613083,
SO-7665758,3,C,4097,9,423.64,2025-01-10 21:52:43.249392,2025-01-26 22:43:42.495482
SO-7665758,4,C,1177,34,284.01,2025-01-31 09:15:04.385556,2025-02-06 19:26:07.709827
SO-7665758,5,O,3472,18,1468.77,2025-01-23 14:39:42.788931,
SO-7665758,6,X,3453,37,312.6,2025-01-15 08:25:09.487565,
SO-4153609,1,X,8535,11,926.95,2024-01-13 19:09:42.244467,
SO-4153609,2,C,6490,38,96.86,2024-02-06 00:05:01.971460,2024-02-23 16:01:42.544601
SO-4153609,3,O,7294,37,279.64,2024-01-24 00:13:14.136402,
SO-4153609,4,C,4334,19,143.91,2024-01-31 09:57:59.309504,2024-02-21 03:59:49.646225
SO-4153609,5,C,8396,31,1154.75,2023-12-18 10:59:06.364245,2024-01-02 06:19:20.786838
SO-4153609,6,O,8263,24,1248.75,2024-02-03 04:41:14.215926,
SO-7652965,1,O,9627,24,951.36,2024-11-16 13:09:56.947850,
SO-7652965,2,O,3427,5,1489.36,2024-11-05 01:56:33.751980,
SO-7957026,1,C,7100,17,1190.55,2023-11-10 22:29:04.072613,2023-11-25 08:43:40.826497
SO-7957026,2,X,2572,16,1152.64,2024-01-21 01:12:30.153868,
SO-7957026,3,C,9836,5,961.79,2023-11-29 14:49:09.778207,2023-12-10 08:09:26.208360
SO-7957026,4,C,234,28,1465.95,2023-12-22 21:35:59.029349,2024-01-18 11:24:05.850336
SO-7957026,5,C,9807,13,257.11,2023-11-10 21:21:27.072220,2023-11-11 17:01:38.220437
SO-7957026,6,O,7144,38,1314.49,2023-11-29 07:13:33.602566,
SO-0553587,1,X,457,36,664.85,2023-06-05 02:43:14.857948,
SO-0553587,2,O,5875,30,752.01,2023-06-12 19:17:03.487365,
SO-0553587,3,O,2531,8,91.81,2023-07-13 06:55:37.566771,
SO-3888604,1,O,5944,3,1454.08,2024-05-19 23:45:58.442518,
SO-2231705,1,X,583,7,707.85,2024-10-07 22:07:04.926572,
SO-2231705,2,X,3827,36,1472.95,2024-08-18 06:06:17.924959,
SO-2231705,3,X,4768,40,446.52,2024-09-11 08:08:54.523299,
SO-2231705,4,C,4061,38,295.98,2024-10-05 03:43:13.409930,2024-10-11 09:30:01.707954
SO-2231705,5,C,1568,38,1275.71,2024-10-02 21:09:50.707362,2024-10-10 02:11:53.591531
SO-2231705,6,C,2272,43,127.47,2024-10-02 08:09:22.728407,2024-10-14 05:08:45.769243
SO-1117315,1,O,3011,18,946.38,2024-10-23 23:02:39.292331,
SO-1117315,2,O,5427,15,1021.15,2024-09-26 21:49:43.260491,
SO-1117315,3,X,9352,28,668.82,2024-11-28 01:20:19.368651,
SO-1117315,4,C,5825,11,1064.01,2024-09-25 08:12:25.810646,2024-10-21 05:43:46.911448
SO-1117315,5,O,468,1,1036.26,2024-10-27 04:35:27.361013,
SO-1117315,6,X,6379,49,139.53,2024-12-13 19:32:35.064948,
SO-0031906,1,X,334,11,1091.11,2025-03-07 00:14:48.705489,
SO-0031906,2,O,7504,12,698.91,2025-02-20 02:17:52.905612,
SO-0031906,3,O,9034,40,1035.27,2024-12-22 19:46:06.737237,
SO-0031906,4,C,9055,6,937.39,2025-01-04 13:58:18.179526,2025-01-11 04:03:18.196416
SO-7619097,1,O,8247,44,1310.49,2023-10-14 17:14:01.175977,
SO-7619097,2,O,6658,28,883.21,2023-08-23 06:10:33.854609,
SO-3468925,1,X,7405,37,1452.89,2023-06-03 04:43:35.171456,
SO-3468925,2,C,888,25,817.85,2023-07-01 16:57:06.610531,2023-07-11 00:57:44.856795
SO-3468925,3,O,2711,36,294.51,2023-05-28 15:38:15.366571,
SO-3468925,4,C,9493,9,1010.02,2023-06-02 20:30:54.367195,2023-06-16 07:31:35.372901
SO-0471833,1,C,7732,21,1371.18,2024-01-02 08:26:55.781389,2024-01-03 03:04:55.499139
SO-0471833,2,C,2826,18,280.54,2023-12-05 22:24:15.111083,2023-12-26 09:10:27.736250
SO-0471833,3,O,7187,12,998.91,2024-01-19 08:14:01.948449,
SO-0471833,4,C,2386,40,1119.66,2023-12-06 02:40:22.071334,2023-12-25 19:28:22.394477
SO-6102959,1,O,7500,22,284.52,2023-09-02 00:37:43.627615,
SO-6102959,2,C,9231,35,1020.77,2023-10-31 23:16:00.762127,2023-11-19 21:33:34.766536
SO-6102959,3,X,9317,2,79.86,2023-11-22 09:18:11.079836,
SO-6102959,4,X,2346,1,1041.54,2023-11-07 04:38:02.488454,
SO-6102959,5,C,4939,40,29.8,2023-10-18 10:30:56.629375,2023-10-26 10:12:36.334725
SO-8786756,1,X,9742,43,106.91,2024-08-02 09:29:46.515355,
SO-2960502,1,O,3668,22,1302.74,2024-05-05 03:25:14.697171,
SO-2960502,2,C,6929,30,414.24,2024-04-14 18:51:59.850341,2024-04-27 16:48:44.261644
SO-3678036,1,O,467,36,1463.19,2024-01-01 23:58:04.041247,
SO-3678036,2,O,3847,42,1192.98,2023-12-02 01:37:16.707928,
SO-6036042,1,C,1401,16,1338.38,2023-08-20 00:08:54.995453,2023-09-18 09:28:19.284290
SO-6036042,2,C,6162,10,933.9,2023-07-12 15:27:59.634854,2023-07-22 11:54:43.664447
SO-6036042,3,O,4555,23,643.86,2023-08-06 12:30:14.588409,
SO-4620412,1,X,7544,1,568.98,2024-09-14 02:19:58.234324,
SO-4620412,2,X,336,12,165.02,2024-10-30 00:27:29.332821,
SO-4620412,3,X,8571,50,1095.43,2024-11-19 13:09:49.903283,
SO-4620412,4,X,605,24,966.12,2024-11-06 22:01:53.545589,
SO-1291210,1,X,4338,9,474.29,2023-09-12 08:25:19.325788,
SO-5133591,1,C,7775,45,295.04,2025-05-15 21:14:45.940266,2025-06-13 10:20:51.465199
SO-5133591,2,O,4063,12,339.33,2025-05-06 09:44:04.327610,
SO-5133591,3,O,4830,26,316.92,2025-05-02 21:12:11.073374,
SO-5133591,4,C,6709,18,1342.81,2025-06-14 21:25:23.614849,2025-06-26 05:06:06.028876
SO-6173873,1,C,7495,39,434.58,2024-04-06 07:16:49.876230,2024-04-21 11:41:00.452663
SO-1612943,1,O,6218,2,1123.07,2024-09-28 07:26:50.113976,
SO-1612943,2,X,1313,29,810.12,2024-09-05 21:52:46.190656,
SO-1612943,3,C,9213,37,681.61,2024-10-30 13:10:00.653392,2024-11-09 07:27:31.603794
SO-8985448,1,O,3214,42,579.42,2023-09-28 09:10:34.914610,
SO-8985448,2,O,7443,28,562.62,2023-10-19 01:44:31.804390,
SO-8985448,3,C,8017,9,481.34,2023-12-01 02:45:57.674178,2023-12-23 11:48:32.685547
SO-7101878,1,X,2834,49,695.57,2023-07-17 17:59:26.043900,
SO-7101878,2,X,4680,31,440.0,2023-05-14 00:08:34.222311,
SO-4595955,1,C,6153,34,764.86,2024-07-26 19:16:30.168256,2024-07-31 19:43:33.436983
SO-4595955,2,O,1526,17,1130.83,2024-07-22 06:57:17.646257,
SO-4016566,1,C,3373,28,1465.37,2024-10-19 17:26:19.434268,2024-11-13 10:32:09.173959
SO-4016566,2,O,6953,39,1420.61,2024-09-30 04:27:28.034265,
SO-4016566,3,X,8503,25,559.66,2024-10-10 12:07:19.857379,
SO-4016566,4,O,5035,24,219.37,2024-11-16 15:30:33.730999,
SO-7606612,1,C,820,20,631.74,2024-12-18 14:40:28.631753,2025-01-15 13:53:26.820012
SO-7606612,2,X,3184,15,383.93,2024-12-19 17:41:28.539907,
SO-1042689,1,C,6702,4,619.52,2024-07-11 02:02:11.561056,2024-07-17 21:31:42.640013
SO-1042689,2,O,5077,31,1093.85,2024-06-24 08:52:04.720679,
SO-1042689,3,X,1449,15,546.02,2024-07-22 20:58:09.698165,
SO-1042689,4,O,9803,36,1396.43,2024-07-30 12:21:22.079891,
SO-1042689,5,X,3412,24,642.14,2024-06-05 00:51:29.383146,
SO-6908122,1,O,1126,20,558.73,2024-06-15 00:10:26.572255,
SO-6908122,2,C,9681,11,255.93,2024-07-03 01:05:05.992855,2024-07-31 22:44:24.915404
SO-6908122,3,X,967,26,1450.01,2024-06-29 09:15:17.241292,
SO-6908122,4,C,6435,27,861.49,2024-05-19 02:07:42.772920,2024-05-30 08:47:11.031582
SO-6908122,5,C,2078,38,87.51,2024-06-14 01:32:25.393032,2024-06-30 09:46:14.176404
SO-6908122,6,X,7254,8,1405.44,2024-04-26 05:56:03.102854,
SO-2068776,1,O,3689,2,487.09,2025-03-05 00:33:37.239208,
SO-2068776,2,C,6260,15,659.29,2025-03-17 12:35:19.951667,2025-03-25 21:00:52.500452
SO-2068776,3,X,4478,19,211.55,2025-02-21 19:36:44.786608,
SO-2068776,4,O,2622,34,1324.93,2025-02-11 19:05:12.934901,
SO-2068776,5,O,7935,40,1054.48,2025-02-24 09:05:32.365460,
SO-4552539,1,C,26,18,810.0,2023-11-27 19:06:24.546745,2023-12-08 01:25:24.462631
SO-5448784,1,X,2775,26,1438.98,2024-11-10 02:47:50.939403,
SO-5448784,2,X,5099,5,237.96,2025-01-02 10:50:13.373404,
SO-5448784,3,X,9332,35,152.18,2024-12-30 04:52:43.943425,
SO-5448784,4,C,3746,49,97.91,2025-01-01 13:05:23.171642,2025-01-29 12:34:03.958326
SO-5448784,5,X,7599,40,28.66,2024-10-21 09:30:56.928685,
SO-6750511,1,O,4696,30,901.8,2024-12-06 05:18:23.643666,
SO-9513016,1,O,6300,37,732.28,2025-01-07 11:19:27.666471,
SO-9513016,2,X,7262,49,197.26,2024-12-07 08:53:36.555989,
SO-9513016,3,X,1825,27,609.57,2024-11-22 22:42:14.337885,
SO-9513016,4,O,1823,28,1155.44,2024-12-22 20:25:29.783262,
SO-9513016,5,O,361,17,769.18,2024-11-16 06:44:37.150013,
SO-0753722,1,C,7068,29,1289.62,2025-06-14 17:52:45.230201,2025-06-21 18:54:13.896329
SO-9997144,1,O,6752,12,1202.87,2025-04-21 12:40:01.863769,
SO-9997144,2,C,5897,13,1322.6,2025-05-24 23:41:37.385176,2025-06-04 15:35:11.617255
SO-9997144,3,O,1745,12,988.54,2025-04-18 01:24:21.701822,
SO-9997144,4,O,2720,11,602.69,2025-05-21 22:50:39.523181,
SO-9997144,5,C,2814,18,1146.32,2025-03-25 09:24:57.912403,2025-04-13 20:04:18.839745
SO-5043711,1,C,821,24,800.87,2024-12-23 07:17:59.427007,2025-01-15 15:51:19.516916
SO-5043711,2,C,2735,30,1084.31,2024-11-19 22:27:15.258286,2024-12-19 12:08:02.899503
SO-5043711,3,C,2480,39,73.11,2025-01-09 20:35:57.318968,2025-01-22 06:37:17.533618
SO-5043711,4,C,9050,8,530.33,2024-12-24 07:04:10.263572,2025-01-08 06:09:08.616394
SO-5043711,5,C,9939,49,924.03,2024-12-30 23:57:41.012663,2025-01-03 16:53:33.377144
SO-5043711,6,X,5287,43,1210.57,2024-10-23 20:06:20.696081,
SO-5704520,1,O,7998,26,515.81,2024-09-19 13:11:42.966577,
SO-0057182,1,X,9278,30,920.78,2024-05-29 23:14:59.039229,
SO-0057182,2,O,7006,11,714.89,2024-06-18 19:08:49.175640,
SO-0057182,3,C,7125,35,103.65,2024-05-09 03:43:41.213704,2024-05-30 11:46:53.582502
SO-0057182,4,O,753,28,76.32,2024-04-09 18:06:54.203851,
SO-0057182,5,X,2225,43,169.01,2024-06-02 12:22:03.342647,
SO-6055862,1,O,4212,8,354.03,2023-11-16 09:21:11.714783,
SO-6055862,2,X,135,3,248.37,2023-11-04 11:56:04.021950,
SO-6055862,3,C,2807,6,539.25,2023-12-20 16:03:17.170294,2024-01-04 03:11:56.027712
SO-6055862,4,C,8000,25,696.76,2023-10-07 11:19:21.837984,2023-10-31 19:44:27.237226
SO-6055862,5,C,9201,21,1182.81,2023-10-21 18:45:35.520884,2023-11-04 07:49:01.642262
SO-4573946,1,X,2833,20,1029.32,2024-01-12 13:44:52.500629,
SO-4573946,2,O,9199,43,902.93,2023-10-28 21:39:19.005589,
SO-4573946,3,O,8139,27,1230.14,2023-12-27 04:30:01.750710,
SO-4573946,4,O,3383,18,415.3,2023-11-22 11:22:40.814442,
SO-4573946,5,C,7933,19,672.66,2023-10-25 17:19:53.590218,2023-11-04 04:28:34.776952
SO-4573946,6,C,2930,21,849.73,2023-12-22 19:08:44.261577,2024-01-21 10:40:01.464134
SO-5209879,1,X,4993,48,953.39,2025-01-09 06:44:47.863404,
SO-5209879,2,O,8183,35,1050.83,2024-10-20 04:54:32.698328,
SO-5209879,3,X,8273,34,916.5,2025-01-08 00:09:58.272340,
SO-3489243,1,C,1111,48,340.33,2024-04-04 14:25:58.252280,2024-04-19 02:40:08.537645
SO-3489243,2,C,3808,28,698.51,2024-05-06 21:42:17.631044,2024-06-01 05:08:34.969148
SO-3489243,3,X,7886,34,158.27,2024-04-14 10:22:21.622733,
SO-3489243,4,C,9843,46,1236.43,2024-06-12 03:05:47.574416,2024-07-10 01:41:09.090378
SO-3489243,5,O,9924,32,626.58,2024-04-08 12:44:14.663615,
SO-3489243,6,C,4772,38,143.93,2024-04-19 11:24:44.225105,2024-05-02 11:29:33.969477
SO-4447450,1,X,2522,18,942.77,2024-09-05 17:41:48.621768,
SO-4447450,2,O,5901,11,362.93,2024-08-02 12:32:53.059537,
SO-4447450,3,C,4278,50,1290.62,2024-09-20 21:24:08.787541,2024-10-13 06:43:38.594037
SO-4447450,4,C,3883,14,1213.34,2024-08-25 23:49:46.236398,2024-09-05 12:36:38.324931
SO-4447450,5,O,9838,15,214.41,2024-08-25 16:57:13.162123,
SO-4447450,6,O,4692,16,933.41,2024-08-29 14:16:04.943935,
SO-6438366,1,C,6044,33,1367.52,2023-11-03 20:22:58.310061,2023-11-21 04:17:29.609734
SO-6438366,2,O,8628,10,478.85,2024-01-07 20:50:16.310492,
SO-6438366,3,O,2303,16,142.93,2023-12-07 13:40:04.678695,
SO-6438366,4,O,1502,9,1137.48,2023-10-31 03:35:23.373372,
SO-6438366,5,C,1611,7,1360.47,2023-11-02 03:46:09.700065,2023-11-07 18:21:36.630688
SO-6438366,6,C,8650,48,185.56,2023-11-25 13:38:31.253328,2023-12-25 10:36:59.201196
SO-5768716,1,X,9110,18,121.19,2024-05-03 11:58:40.877330,
SO-5768716,2,O,6291,28,439.15,2024-05-05 21:59:16.130527,
SO-1115528,1,O,4928,31,583.65,2024-08-15 23:33:35.251075,
SO-1115528,2,C,6504,35,154.74,2024-10-10 20:48:41.139480,2024-11-06 06:55:22.678772
SO-1115528,3,O,5391,40,1100.81,2024-09-24 19:50:42.845894,
SO-7842300,1,X,6430,24,1334.8,2024-01-12 13:31:24.699106,
SO-7842300,2,O,5877,25,554.9,2023-12-29 08:22:47.512273,
SO-7842300,3,O,3726,28,1139.39,2024-01-01 11:16:19.148147,
SO-7842300,4,C,818,28,552.76,2024-02-26 11:42:29.976033,2024-03-01 21:13:48.184382
SO-7384186,1,X,6220,40,1377.27,2024-03-31 14:06:19.572837,
SO-2627172,1,X,6007,1,442.78,2024-11-26 10:55:50.286738,
SO-2627172,2,X,6287,31,221.37,2024-10-02 06:09:49.975921,
SO-2627172,3,X,55,5,520.73,2024-11-11 11:58:45.402670,
SO-2627172,4,X,2432,25,852.57,2024-11-21 04:11:37.323509,
SO-8256935,1,O,4142,9,681.18,2024-10-15 10:08:28.974597,
SO-7537516,1,O,2006,32,1221.77,2023-11-10 16:02:23.423977,
SO-7537516,2,O,7233,17,1272.9,2023-11-15 09:44:55.247168,
SO-7537516,3,O,4410,40,198.1,2023-11-09 18:03:50.466919,
SO-0505430,1,O,968,39,438.57,2023-12-23 03:14:54.397416,
SO-0505430,2,X,110,26,752.46,2023-12-11 18:37:04.601090,
SO-0505430,3,X,10,24,1428.13,2024-01-27 03:29:07.868017,
SO-0505430,4,C,3139,40,1152.9,2024-01-04 00:44:13.722370,2024-01-20 17:01:13.239046
SO-0505430,5,O,5344,29,196.76,2023-12-23 15:00:39.128128,
SO-0505430,6,O,69,17,374.22,2023-12-17 19:28:00.105705,
SO-7882544,1,C,5339,40,239.93,2024-01-21 00:39:27.708192,2024-02-19 02:27:23.450989
SO-7882544,2,O,5133,40,1012.73,2024-01-28 20:59:40.891596,
SO-7882544,3,O,4715,21,83.28,2023-12-23 16:25:17.923124,
SO-5285272,1,O,5478,2,162.31,2024-09-01 06:11:20.169061,
SO-5285272,2,X,332,38,1007.02,2024-07-31 11:42:51.580439,
SO-5854464,1,C,6304,33,1183.42,2025-03-31 21:41:32.037338,2025-04-05 22:23:27.652979
SO-5854464,2,C,5881,7,150.52,2025-02-23 11:07:58.077309,2025-03-09 16:22:59.945383
SO-5854464,3,X,7958,35,225.47,2025-04-19 09:09:07.493205,
SO-5854464,4,X,991,13,781.36,2025-04-16 10:44:03.856666,
SO-5950511,1,C,9965,1,239.7,2023-09-20 02:48:02.186934,2023-10-19 22:09:55.055498
SO-5950511,2,O,170,1,752.13,2023-09-14 18:38:50.850839,
SO-5950511,3,O,5419,4,1446.93,2023-09-16 10:20:18.258981,
SO-5950511,4,O,1082,48,346.89,2023-12-09 10:27:35.194653,
SO-5950511,5,X,469,4,939.98,2023-10-12 00:08:16.906511,
SO-2291752,1,O,3137,13,340.25,2023-06-10 03:55:17.238469,
SO-2291752,2,O,9634,2,1387.72,2023-07-21 09:41:08.694526,
SO-2291752,3,X,7946,25,853.69,2023-08-23 05:02:43.254617,
SO-3780973,1,O,3550,35,691.26,2024-06-18 00:55:41.712748,
SO-3780973,2,O,3426,41,1082.98,2024-07-22 20:40:43.329923,
SO-3780973,3,O,9027,47,679.71,2024-08-08 19:42:10.100540,
SO-3780973,4,O,5307,46,1382.94,2024-07-05 03:24:01.234114,
SO-1065757,1,C,3093,30,384.72,2024-07-17 07:24:51.855983,2024-08-01 06:52:08.689448
SO-1065757,2,C,3081,45,885.19,2024-08-10 14:33:46.643730,2024-09-07 11:39:07.594704
SO-2451345,1,X,9352,43,1342.39,2023-10-06 10:17:22.364686,
SO-0183449,1,C,4368,3,684.48,2023-06-29 12:17:38.720323,2023-06-30 06:40:12.553438
SO-0183449,2,C,4553,36,950.19,2023-09-12 10:13:28.992745,2023-09-29 19:32:55.295753
SO-0183449,3,X,1938,19,707.55,2023-07-20 10:29:34.034433,
SO-0183449,4,O,377,8,1336.17,2023-07-12 04:02:21.092763,
SO-0183449,5,C,2342,10,806.12,2023-08-20 21:01:07.135402,2023-09-15 11:20:18.905288
SO-0183449,6,O,4922,48,403.11,2023-09-21 17:31:56.772057,
SO-5643498,1,X,4044,31,950.63,2024-09-12 11:04:32.147516,
SO-5643498,2,C,8390,23,544.99,2024-10-11 03:52:39.902622,2024-11-05 18:13:37.725058
SO-5643498,3,C,5558,25,1209.48,2024-08-10 11:49:58.735433,2024-09-06 14:36:14.038898
SO-5643498,4,O,9438,45,320.31,2024-09-25 01:25:21.299490,
SO-9298463,1,C,7215,31,935.71,2025-02-02 11:46:09.474631,2025-02-28 01:34:23.703598
SO-9298463,2,O,9483,30,629.5,2025-02-23 18:38:04.371485,
SO-9298463,3,O,2,48,326.21,2025-01-20 10:43:49.683327,
SO-3958575,1,X,3408,5,1194.04,2024-11-27 05:30:17.817156,
SO-3958575,2,C,3260,15,424.02,2024-11-04 21:50:12.528281,2024-12-01 22:32:49.357170
SO-3958575,3,C,9484,8,579.56,2024-09-26 20:08:43.700286,2024-10-11 18:51:23.167600
SO-9105224,1,X,545,18,985.16,2023-08-17 03:20:06.809331,
SO-9105224,2,O,8702,46,63.07,2023-09-11 19:26:50.042642,
SO-9105224,3,O,9088,16,757.19,2023-10-31 18:44:38.491975,
SO-0801314,1,X,9767,48,437.56,2025-04-29 11:34:09.786542,
SO-0801314,2,C,2816,22,1429.52,2025-03-19 09:36:51.987774,2025-04-08 20:13:02.011113
SO-0801314,3,O,9729,17,128.43,2025-05-07 10:56:10.863217,
SO-0801314,4,O,7807,26,1260.1,2025-05-01 04:06:28.767080,
SO-4614869,1,X,6104,48,1427.26,2023-08-06 22:25:06.477148,
SO-4614869,2,C,6037,3,1332.79,2023-07-20 18:09:35.237230,2023-07-26 15:40:03.385952
SO-4614869,3,O,533,30,997.88,2023-07-01 13:57:33.364019,
SO-1147315,1,O,8,32,1350.48,2024-03-23 04:32:15.787648,
SO-1147315,2,C,2065,12,1037.93,2024-04-07 21:20:03.043917,2024-04-16 21:44:46.132127
SO-1147315,3,C,5140,23,420.38,2024-03-24 10:52:11.765421,2024-03-29 14:49:23.369138
SO-1147315,4,X,8647,24,711.78,2024-03-21 02:31:04.785178,
SO-1147315,5,C,9459,42,1100.27,2024-03-26 17:44:53.998095,2024-04-10 15:32:21.120595
SO-2015063,1,O,5696,33,251.88,2023-10-11 03:24:29.557730,
SO-2015063,2,O,6142,21,650.7,2023-10-29 19:24:48.055310,
SO-2015063,3,X,5500,23,1243.94,2023-09-15 16:40:53.942419,
SO-2015063,4,O,1361,41,931.52,2023-09-11 14:47:40.283791,
SO-9775413,1,O,3368,16,1277.79,2023-10-29 07:23:10.145564,
SO-9775413,2,O,5696,44,1219.86,2023-10-21 04:15:00.122680,
SO-9775413,3,X,2467,3,60.43,2023-11-07 17:23:36.564799,
SO-9775413,4,C,348,29,485.54,2024-01-06 07:22:36.032753,2024-01-20 17:17:09.883151
SO-9775413,5,O,338,30,626.67,2023-11-15 18:47:59.928200,
SO-1379350,1,O,1370,49,661.21,2023-11-19 07:18:40.766156,
